"id","title","referenced_id","referenced_class"
3114,isdn cards,"8517",Heading
3115,isinglass,"3503",Heading
3116,isoglucose,"1702",Heading
3117,isotopes,"2844",Heading
3118,istle fibre,"1403",Heading
3119,ivory black,"3802",Heading
3120,ivory unworked,"0507",Heading
3121,ivory worked,"9601",Heading
3122,jabot,"6117",Heading
3123,jackets and blazers - knitted or crocheted men's or boys,"6103",Heading
3124,jackets and blazers - other than knitted or crocheted men's or boys,"6203",Heading
3125,jackets and blazers - knitted or cricketed women's or girls,"6104",Heading
3126,jackets and blazers - other than knitted and crocheted women's or girls,"6204",Heading
3127,"jackets, clothing textile","6103",Heading
3128,"jacks, lifting","8425",Heading
3129,"jacquards, textile","8448",Heading
3130,jade,"71",Chapter
3131,jam,"2007",Heading
3132,"jardinières, ceramic","6913",Heading
3133,"jardinières, of precious metal","7114",Heading
3134,jardinières of base metal,"7114",Heading
3135,"jars, glass","7010",Heading
3136,"jars, plastics","3923",Heading
3137,jasmine,"3301",Heading
3138,java jute,"5303",Heading
3139,"jeans, clothing","6203",Heading
3140,jellies confectionery,"1704",Heading
3141,"jelly, fruit","2007",Heading
3142,"jelly, table","2106",Heading
3143,jerseys and similar articles knitted or crocheted,"6110",Heading
3144,jerusalem artichokes fresh or chilled,"0714",Heading
3145,"jet engines, aircraft","8411",Heading
3146,"jet, worked","9602",Heading
3147,jet washers,"8424",Heading
3149,jewellery - platinum,"7113",Heading
3150,jewellery - silver,"7113",Heading
3151,"jewels, watchmakers'","9114",Heading
3152,jigsaw blades,"8202",Heading
3153,jock straps,"6212",Heading
3154,jockey silks,"6114",Heading
3155,jointing asbestos,"6812",Heading
3156,journals,"4902",Heading
3157,"joystick, computer","8471",Heading
3158,"joystick, game console","9504",Heading
3159,"juice extractors, domestic, non electric","8210",Heading
3160,"juice, tomato (dry weight content 7% or more)","2002",Heading
3161,"juice, fruit or vegetable","2009",Heading
3162,juke boxes,"8519",Heading
3163,jumpers,"6110",Heading
3164,"junction boxes, electrical","8535",Heading
3165,juniper seeds,"0909",Heading
3166,"jute - and other textile bast fibres (excluding flax, true hemp and ramie), raw or processed but not spun: tow and waste of these fibres","5303",Heading
3167,"jute - woven fabrics of, or of other textile bast fibres of 53.03","5310",Heading
3168,"jute - fabrics, woven","5310",Heading
3169,jute - felt,"5602",Heading
3170,jute - fibres not spun,"5303",Heading
3171,jute - waste and tow,"5303",Heading
3172,jute - yarn,"5307",Heading
3173,kainite,"3104",Heading
3174,"kale, forage","1214",Heading
3175,kaleidoscopes,"9013",Heading
3176,kaolin,"2507",Heading
3177,kapok,"1402",Heading
3178,karates,"5305",Heading
3179,kashmir goat hair,"5102",Heading
3180,kayaks,"8903",Heading
3181,keenes cement,"2520",Heading
3182,kelp ash,"2621",Heading
3183,kelp raw,"1212",Heading
3184,"kenaf, not spun","5303",Heading
3185,kephir,"0403",Heading
3186,"kernels, fruit","1212",Heading
3187,kerosene,"2710",Heading
3188,ketone function compounds,"2914",Heading
3189,"kettles, copper non-electric","7418",Heading
3190,"kettles, electric","8516",Heading
3191,key ring,"7326",Heading
3192,key tags,"8310",Heading
3193,keyboard instruments - with free metal reed,"9203",Heading
3194,keyboard instruments - pipe organs,"9203",Heading
3195,"keyboard instruments - stringed, not elsewhere specified or included","9201",Heading
3196,"keyboards, computer","8471",Heading
3197,keys and key blanks of base metal,"8301",Heading
3198,"keys, machine base metal - spanners","8204",Heading
3199,"keys, machine base metal - woodruffe keys","8487",Heading
3200,"keys, machine base metal - other machine keys","8487",Heading
3201,"kid skins (yemen, mongolian and tibetan) raw","4301",Heading
3202,kieselguhr (not activated),"2512",Heading
3203,kiln furniture,"6903",Heading
3204,king-ma,"5303",Heading
3205,kitchen linen,"6302",Heading
3206,"kitchen tools, base metal non-electric","8205",Heading
3207,kitchenware wood,"4419",Heading
3208,"kitchenware, plastics","3924",Heading
3209,kites - professional stunt,"9503",Heading
3210,kites - toys,"9503",Heading
3211,klystrons,"8540",Heading
3212,kneading machines - domestic,"8509",Heading
3213,kneading machines - industrial,"8438",Heading
3214,knife sharpeners non-mechanical,"8205",Heading
3215,knife blades,"8208",Heading
3216,knitted or crocheted articles,"61",Chapter
3217,knitting machines,"8447",Heading
3218,knitted garments,"61",Chapter
3219,knitting needles - of aluminium,"7616",Heading
3220,knitting needles - of iron or steel,"7319",Heading
3221,knitting needles - of plastics,"3926",Heading
3222,knives (base metal) and cutting blades - butter,"8215",Heading
3223,knives (base metal) and cutting blades - drawing,"8205",Heading
3224,knives (base metal) and cutting blades - fish,"8215",Heading
3225,knives (base metal) and cutting blades - for machines or mechanical appliances,"8208",Heading
3226,knives (base metal) and cutting blades -kitchen,"8211",Heading
3227,knives (base metal) and cutting blades - paper,"8214",Heading
3228,knives (base metal) and cutting blades - with folding blades,"8211",Heading
3229,knives (base metal) and cutting blades - other,"8211",Heading
3230,"knots, prepared for broom and brush making","9603",Heading
3231,kohirabi seeds,"1209",Heading
3232,kyanite,"2508",Heading
3233,"labelling machinery, bottle, cans, etc","8422",Heading
3234,"labels, textile not embroidered","5807",Heading
3235,laboratory glassware,"7017",Heading
3236,"laboratory, chemical etc, ware, ceramic","6909",Heading
3237,"lace in the piece, in strips, or in motifs, other than fabrics of 60.02","5804",Heading
3238,lace - guipure,"5810",Heading
3239,lace -leavers,"5804",Heading
3240,lace - nottingham,"5804",Heading
3241,lace - raschel,"6002",Heading
3242,lace making machines,"8447",Heading
3243,"laces, boot and shoes, textile","5609",Heading
3244,lacquers,"3208",Heading
3245,"lacrosse requisites, except shoes and clothing","9506",Heading
3246,lactams,"2933",Heading
3247,lactophosphates,"2919",Heading
3248,lactose,"1702",Heading
3249,ladders and steps of iron or steel,"7326",Heading
3250,"ladles, kitchen","3924",Heading
3251,"ladles, metal foundry","8454",Heading
3252,"lamb (meat) - fresh, chilled frozen","0204",Heading
3638,manila hemp,"5607",Heading
3748,megaphones,"8518",Heading
3253,"lamb (meat) - canned, prepared or otherwise preserved","1602",Heading
3254,"lamb (meat) - salted, in brine, dried or smoked","0210",Heading
3255,"lamb skins, raw","4102",Heading
3256,lambs,"0104",Heading
3257,laminated plastics,"3921",Heading
3258,laminated wood,"4412",Heading
3259,laminboard,"4412",Heading
3260,lamp bases,"8539",Heading
3261,lamps (bulbs and tubes) - arc,"8539",Heading
3262,lamps (bulbs and tubes) - discharge,"8539",Heading
3263,lamps (bulbs and tubes) - electric filament,"8539",Heading
3264,lamps and lighting fittings,"9405",Heading
3265,"landing stages, floating","8907",Heading
3266,language translators - with calculator,"8470",Heading
3267,language translators - without calculator,"8543",Heading
3268,lanolin,"1505",Heading
3269,lanyards,"6217",Heading
3270,lapels,"6117",Heading
3271,lapping machines,"8460",Heading
3272,laptop computers,"8471",Heading
3273,lard,"1501",Heading
3274,lard oil,"1503",Heading
3275,"lard, imitation","1517",Heading
3276,laser diodes,"8541",Heading
3277,laser optical reading system (compact disc players),"8519",Heading
3278,laser pointers,"9013",Heading
3279,lasers,"9013",Heading
3280,"last boot and shoe, wood","4417",Heading
3281,latex,"40",Chapter
3282,lathe tools,"8207",Heading
3283,lathes (turning machines),"8458",Heading
3284,laundering machinery,"8450",Heading
3285,laundry blue,"3212",Heading
3286,lavatory pans (plastic),"3922",Heading
3287,lavatory covers and seats (plastics),"3922",Heading
3288,lawn aerators,"8432",Heading
3289,lawn mowers,"8433",Heading
3290,lawn rollers,"8432",Heading
3291,"lcd (liquid crystal display) - computer, capable for use only with an adp machine","8528",Heading
3292,lcd (liquid crystal display) - indicator panel,"8531",Heading
3293,lcd (liquid crystal display) - video monitor,"8528",Heading
3294,lcd (liquid crystal display) - video monitor with a digital visual interface (dvi) connector,"8528",Heading
3295,lcd (liquid crystal display) - not elsewhere specified,"9013",Heading
3296,lead ores and concentrates,"2607",Heading
3297,lead oxides,"2824",Heading
3298,lead shot for ammunition,"9306",Heading
3299,lead,"78",Chapter
3300,"leads, pencil","9609",Heading
3301,"leaflets, pamphlets, etc, printed - advertising material","4911",Heading
3302,"leaflets, pamphlets, etc, printed - other","4901",Heading
3303,"leather - bags, handbags, pchettes","4202",Heading
3304,"leather - balls, for sport","9506",Heading
3305,"leather - bovine leather, dressed and undressed","4104",Heading
3306,leather - bovine or equine leather,"4107",Heading
3307,"leather - box calf leather, dressed and undressed","4104",Heading
3308,leather - chamois dressed leather,"4114",Heading
3309,leather - clothing and accessories,"4203",Heading
3310,leather - composition leather,"4115",Heading
3311,"leather -  dust, leather","4115",Heading
3312,"leather - dust, powder and flour","4115",Heading
3313,leather - equine leather dressed and undressed,"4104",Heading
3314,"leather - flour, leather","4115",Heading
3315,leather - footwear,"6401",Heading
3316,leather - goat and kid skin leather,"4106",Heading
3317,"leather - goat and kid skin, without hair on, other than leather","4106",Heading
3318,"leather - of other animals, without hair on, other than leather","4107",Heading
3319,leather - harness and saddlery for animals,"4201",Heading
3320,leather - metallised leather,"4114",Heading
3321,"leather - of bovine or equine animals without hair on, other than leather","4104",Heading
3322,leather - of composition leather: articles of not elsewhere specified or included,"4205",Heading
3323,leather - of composition leather: articles of a kind used in machinery or mechanical devices,"4202",Heading
3324,leather - of composition leather: clothing accessories,"4203",Heading
3325,"leather - of composition leather: parings and other waste of, not suitable for the manufacture of leather articles","4115",Heading
3326,leather - parchment dressed leather,"4104",Heading
3327,leather - patent laminated leather,"4114",Heading
3328,leather - patent leather,"4114",Heading
3329,"leather - powder, leather","4115",Heading
3330,leather - sheep and lamb skin leather,"4105",Heading
3331,leather - suede kid,"4106",Heading
3332,leather - travel goods,"4202",Heading
3333,leather - waste leather,"4115",Heading
3334,leather - watch straps,"9113",Heading
3335,leather polishes and creams,"3405",Heading
3336,"leavers, lace","5804",Heading
3337,lecithins,"2923",Heading
3338,"lees, wine","2307",Heading
3339,leggings,"6406",Heading
3340,"lenses, optical (mounted)","9002",Heading
3341,"lenses, optical (unmounted)","9001",Heading
3342,"lentils, dried","0713",Heading
3343,leotards,"6114",Heading
3344,"letter clips, base metal","8305",Heading
3345,"letter - include trays and similar articles, of base metal","8304",Heading
3346,letter racks and trays of metal,"8304",Heading
3347,"letter plates, complete and letters, of base metal","8310",Heading
3348,lettuce,"07",Chapter
3349,leucite,"2529",Heading
3350,lichens for ornamental purposes,"0604",Heading
3351,life jackets - plastic covered,"3926",Heading
3352,life jackets - textile,"6307",Heading
3353,life line rockets,"3604",Heading
3354,"lifters, root","8433",Heading
3355,lifting tables,"8426",Heading
3356,lifts,"8428",Heading
3357,light emitting diodes displays (led's),"8531",Heading
3358,light vessels,"8905",Heading
3359,"lighters, cigarette","9613",Heading
3360,lighting fittings,"9405",Heading
3361,"lighting equipment, electric, for cycles or motor vehicles","8512",Heading
3362,lightning arresters,"8535",Heading
3363,lignite,"2702",Heading
3364,lignite wax,"2712",Heading
3365,"limbs, artificial","9021",Heading
3366,"lime, hydraulic","2522",Heading
3367,"lime, slaked","2522",Heading
3368,"limestone (lithographic stone), crude","2530",Heading
3369,limestone flux,"2521",Heading
3370,"line apparatus, carrier current","8517",Heading
3371,"line extenders, cable tv","8543",Heading
3372,"line apparatus, digital","8517",Heading
3373,linear motors,"8501",Heading
3374,"linen fabrics, woven","5309",Heading
3375,linen yarn and thread,"5306",Heading
3376,line fishing tackle,"9507",Heading
3377,linoleum making machine,"8451",Heading
3378,linoleum,"5904",Heading
3379,linseed,"1204",Heading
3380,linseed oil,"1515",Heading
3381,linseed cake and meal,"2306",Heading
3382,"lintels, stone","6802",Heading
3383,lint's (medical) impregnated or put up for retail sale,"3005",Heading
3384,lipsticks,"3304",Heading
3385,liqueurs,"2208",Heading
3386,"lcd (liquid crystal displays) - computer, capable for use only with an adp machine","8528",Heading
3387,lcd (liquid crystal displays) - indicator panel,"8531",Heading
3388,lcd (liquid crystal displays) - video monitor,"8528",Heading
3389,lcd (liquid crystal displays) - video monitor with a digital visual interface (dvi) connector,"8528",Heading
3390,liquid elevators,"8413",Heading
3391,liquid supply or production meters,"9028",Heading
3392,"liquid chillers, packaged","8418",Heading
3393,"liquid fuel pressure stove and parts, domestic of copper","7418",Heading
3394,liquorice - root,"1211",Heading
3395,liquorice extract,"1302",Heading
3396,"lists, trade (printed matter)","4911",Heading
3397,litchis,"08",Chapter
3398,lithographic printing plates - non sensitised,"8442",Heading
3399,lithographic printing plates - sensitised,"3701",Heading
3400,"lithographs, originals","9702",Heading
3401,lithopone,"3206",Heading
3402,"liver, poultry","0207",Heading
3403,loaders,"8426",Heading
3404,"lobster pot, wicker","4602",Heading
3405,lobsters,"0306",Heading
3406,local area network apparatus,"8517",Heading
3407,lockers -  sage deposit lockers,"8303",Heading
3408,lockers - furniture,"9403",Heading
3409,"locks, base metal","8301",Heading
3410,locomotive boilers,"8402",Heading
3411,"locomotive, rail - electric","8601",Heading
3412,"locomotives, rail - non electric","8602",Heading
3413,locomotive tenders,"8602",Heading
3414,"locust beans, whole, or ground","1212",Heading
3415,locust bean flour and gum,"1302",Heading
3416,"logs, wood","4401",Heading
3417,"loin-cloths, woven","6211",Heading
3418,loofah articles,"4602",Heading
3419,loofahs,"1404",Heading
3420,"looms, weaving","8446",Heading
3421,loose-leaf binder fitting base metal,"8305",Heading
3422,lorries for the transport of goods or materials,"8704",Heading
3423,"lorries, special purpose","8705",Heading
3424,loudspeakers,"8518",Heading
3425,"lozenges, confectionery","1704",Heading
3426,"lubricants, prepared","2710",Heading
3427,"lubricating oils, petroleum","2710",Heading
3428,lucerne seed,"1209",Heading
3429,lucerne meal,"1214",Heading
3430,luggage label-holders (plastic),"3926",Heading
3431,"luggage labels, leather","4205",Heading
3432,luminophores,"2844",Heading
3433,lupines,"1214",Heading
3434,lupulin,"1210",Heading
3435,macadam and tarred macadam,"2517",Heading
3436,macaroni,"1902",Heading
3437,mace,"0908",Heading
3438,"macerating vessels, incorporating thermal equipment","8419",Heading
3439,machetes,"8201",Heading
3440,machine tools,"16",Section
3441,"machinery bands, belts and belting","4205",Heading
3442,machinery brushes,"9603",Heading
3443,"machinery for preparing or working printing blocks, plates or cylinders","8442",Heading
3444,machinery for type setting or type founding,"8442",Heading
3445,machines and machinery - agricultural and horticultural,"8432",Heading
3446,"machines and machinery - air conditioning, self contained","8415",Heading
3447,machines and machinery - animal or vegetable fats and oils,"8479",Heading
3448,machines and machinery - automatic data processing machines (including systems) and units thereof,"8471",Heading
3449,machines and machinery - automatic vending,"8476",Heading
3450,machines and machinery - auxiliary boiler plant,"8404",Heading
3451,machines and machinery - bag and envelope making,"8441",Heading
3452,machines and machinery - bakery and biscuit,"8438",Heading
3453,machines and machinery - bearing housings,"8483",Heading
3454,"machines and machinery - bearings - ball, roller or needle","8482",Heading
3455,machines and machinery - bearings - plain shaft (not of carbon or graphite),"8483",Heading
3456,machines and machinery - bee keeping,"8436",Heading
3457,"machines and machinery - boilers, steam and other vapour generating","8402",Heading
3458,machines and machinery - book binding and book sewing,"8440",Heading
3459,machines and machinery - boot and shoe (leather) making and repairing,"8453",Heading
3639,manioc flour and meal,"1106",Heading
3460,machines and machinery - boring or sinking machines,"8430",Heading
3461,"machines and machinery - bottle cleaning, capsuling, closing, drying, sealing, filling or labelling","8422",Heading
3462,machines and machinery - bread grain milling,"8437",Heading
3463,machines and machinery - brewery,"8438",Heading
3464,machines and machinery - brick making,"8474",Heading
3465,"machines and machinery - burners, furnace, non electric","8416",Heading
3466,machines and machinery - cable making,"8479",Heading
3467,machines and machinery -calendaring,"8420",Heading
3468,machines and machinery - cardboard box and carton making,"8441",Heading
3469,machines and machinery - case packing and cartoning machines,"8422",Heading
3470,machines and machinery - centrifuges,"8421",Heading
3471,machines and machinery - ceramic making,"8474",Heading
3472,machines and machinery - china clay working,"8474",Heading
3473,machines and machinery - chocolate making,"8438",Heading
3474,machines and machinery - chucks,"8466",Heading
3475,"machines and machinery - clutches and clutch brake assemblies, for machinery","8483",Heading
3476,machines and machinery - coal cutters,"8430",Heading
3477,machines and machinery - coffee processing,"8479",Heading
3478,"machines and machinery - compressor, air or gas","8414",Heading
3479,machines and machinery - concrete mixing,"8474",Heading
3480,machines and machinery - confectionery,"8438",Heading
3481,machines and machinery - machines and machinery - conveying,"8428",Heading
3482,"machines and machinery - couplings, shaft","8483",Heading
3483,machines and machinery - cranks and crankshafts,"8483",Heading
3484,machines and machinery - crushing mineral,"8474",Heading
3485,machines and machinery - dairy,"8434",Heading
3486,machines and machinery - dictating,"8519",Heading
3487,machines and machinery - dish washing,"8422",Heading
3488,"machines and machinery - distributors for asphalt, bitumen, tar and tar macadam","8479",Heading
3489,"machines and machinery - earth moving, excavating, etc","8429",Heading
3490,machines and machinery - electric lamp making,"8475",Heading
3491,machines and machinery - electric valve making machinery,"8475",Heading
3492,machines and machinery - engines and motors - hydraulic,"8412",Heading
3493,machines and machinery - engine and motors - internal combustion piston,"8407",Heading
3494,machines and machinery - engines and motors - other,"8412",Heading
3495,"machines and machinery - fans, computer","8414",Heading
3496,"machines and machinery - fans, computer, with heat sink","8414",Heading
3497,"machines and machinery - fans, mechanical","8414",Heading
3498,machines and machinery - filtering,"8421",Heading
3499,"machines and machinery - finishers for asphalt, bitumen, tar and tarmacadam","8479",Heading
3500,machines and machinery - fly wheels,"8483",Heading
3501,machines and machinery - food manufacture and preparation,"8438",Heading
3502,machines and machinery - foundry moulds of sand forming machines,"8474",Heading
3503,machines and machinery - fruit crushing,"8435",Heading
3504,"machines and machinery - furnace burners, non electric","8417",Heading
3505,machines and machinery - gas generators,"8403",Heading
3506,"machines and machinery - gaskets, composite or sets","8484",Heading
3507,machines and machinery - gear and gearing (including gearboxes for machinery),"8483",Heading
3508,"machines and machinery - glass, cold working","8464",Heading
3509,"machines and machinery - blass, manufacturing or hot working","8475",Heading
3510,"machines and machinery - grinding machines, mineral","8474",Heading
3511,machines and machinery - handling,"8428",Heading
3512,machines and machinery - heat exchangers,"8419",Heading
3513,machines and machinery - hide and skin working,"8453",Heading
3514,machines and machinery - horticultural,"8432",Heading
3515,machines and machinery - hydraulic,"84",Chapter
3516,machines and machinery - laundering and dry cleaning,"8451",Heading
3517,machines and machinery - leather preparation,"8453",Heading
3518,machines and machinery - lifting,"8428",Heading
3519,"machines and machinery - machines for moulding articles in paper pulp, paper or paperboard","8441",Heading
3520,machine tools - interchangeable tools ,"8207",Heading
3521,machines and machinery - machine tools - metal working,"8456",Heading
3522,"machines and machinery - machine tools - stone, ceramic, concrete, etc working","8456",Heading
3523,"machines and machinery - machine tools - wood, cork, bone, ebonite, etc working","8456",Heading
3524,machines and machinery - machine tools - parts and accessories,"8466",Heading
3525,machines and machinery - mending and repairing knitted goods,"8447",Heading
3526,machines and machinery - metal working - foundry machinery,"8454",Heading
3527,machines and machinery - metal working - machine tools,"8456",Heading
3528,machines and machinery -l metal working - rolling mills and roll therefore,"8455",Heading
3529,machines and machinery - milking,"8434",Heading
3530,machines and machinery - mining,"8428",Heading
3531,"machines and machinery - mixing machines, mineral","8474",Heading
3532,machines and machinery - motorised or pneumatic hand tools,"8467",Heading
3533,machines and machinery - moulding boxes for metal foundry,"8480",Heading
3534,machines and machinery - newspaper and magazine printing,"8443",Heading
3535,"machines and machinery - ovens, industrial and laboratory, non electric","8417",Heading
3536,"machines and machinery - paddle mixers, for asphalt, bitumen, tar and tarmacadam","8479",Heading
3537,machines and machinery - paper making and pulp mill,"8439",Heading
3538,machines and machinery - pile driving machinery,"8430",Heading
3539,machines and machinery - pile extractor single purpose,"8428",Heading
3540,machines and machinery - plastics processing,"8477",Heading
3541,machines and machinery - pottery making,"8474",Heading
3542,machines and machinery - poultry keeping,"8436",Heading
3543,"machines and machinery - presses, tableting and pelleting","8479",Heading
3544,machines and machinery - printing,"8443",Heading
3545,"machines and machinery - process pressure vessels, incorporating thermal equipment","8419",Heading
3546,machines and machinery - pulleys and pulley blocks,"8483",Heading
3547,"machines and machinery - pulverising, mineral","8474",Heading
3548,"machines and machinery - pumps, air","8414",Heading
3549,machines and machinery - pumps for liquids,"8413",Heading
3550,machines and machinery - purification,"8421",Heading
3551,"machines and machinery - reactors, nuclear","8401",Heading
3552,machines and machinery - refrigerators and refrigeration equipment,"8418",Heading
3553,"machines and machinery - road rollers, mechanically propelled","8429",Heading
3554,machines and machinery - rope making,"8479",Heading
3555,machines and machinery - rubber working,"8477",Heading
3556,machines and machinery - sand and steam blasting,"8424",Heading
3557,"machines and machinery - sanitary ware, ceramic, making","8474",Heading
3558,machines and machinery - sawing - metal working,"8461",Heading
3559,machines and machinery - sawing wood working,"8465",Heading
3560,"machines and machinery - scrapers, earth, self propelled","8429",Heading
3561,"machines and machinery - screening and separating, mineral","8474",Heading
3562,"machines and machinery - shovels, mechanical","8429",Heading
3563,"machines and machinery - sorting machines, mineral","8474",Heading
3564,machines and machinery - sound recording,"8519",Heading
3565,machines and machinery - sound reproducing,"8519",Heading
3566,machines and machinery - spin dryers,"8421",Heading
3567,machines and machinery - spraying,"8424",Heading
3568,machines and machinery - stacking machines (not self-propelled),"8428",Heading
3569,machines and machinery - steam engines with self contained boilers,"8406",Heading
3570,machines and machinery - steam engines without self contained boilers,"8406",Heading
3571,machines and machinery - sterilising,"8419",Heading
3572,machines and machinery - sugar confectionery machinery,"8438",Heading
3573,machines and machinery - sugar making and refining,"8438",Heading
3574,"machines and machinery - taps, cocks and valves","8481",Heading
3575,machines and machinery - tea processing,"8479",Heading
3576,"machines and machinery - testing of hardness, etc of metal and wood and other industrial materials","9024",Heading
3577,machines and machinery - textile,"8444",Heading
3578,machines and machinery - tile making machinery,"8474",Heading
3579,machines and machinery - tobacco,"8478",Heading
3580,machines and machinery - transmission shafts for machinery,"8483",Heading
3581,machines and machinery - trimming and cutting (paper and paperboard),"8441",Heading
3582,"machines and machinery - tumble dryers, for laundries'","8421",Heading
3583,machines and machinery - tyre moulds,"8480",Heading
3584,machines and machinery - vacuum pumps (exhausters),"8414",Heading
3585,machines and machinery - vending machine,"8476",Heading
3586,"machines and machinery - warp tying, drawing and sizing","8447",Heading
3587,"machines and machinery - washing machines, mineral","8474",Heading
3588,machines and machinery - weighing ,"8423",Heading
3589,"machines and machinery - welding, brazing and cutting appliances, gas operated","8468",Heading
3590,"machines and machinery - welding machines, electric","8456",Heading
3591,machines and machinery - well drilling,"8430",Heading
3592,machines and machinery - wire winding,"8479",Heading
3593,machine centres,"8457",Heading
3594,machine guns,"9301",Heading
3595,machine pistols,"9301",Heading
3596,mach meters,"9014",Heading
3597,macramè lace,"5804",Heading
3598,madagascar fibre,"1403",Heading
3599,madagascar jute,"5303",Heading
3600,madeira wines,"2204",Heading
3601,"made up articles - of textile including dress patterns, not elsewhere specified or included","6304",Heading
3602,made wine,"2206",Heading
3603,madras hemp,"5303",Heading
3604,magnesium,"8104",Heading
3605,"magnesium carbonate, natural (magnesite)","2519",Heading
3606,magnesium hydroxide and peroxide,"2816",Heading
3607,magnesium oxide,"2519",Heading
3608,magnesium potassium sulphate,"3104",Heading
3609,magnetic swipe cards,"8523",Heading
3610,magnetos ignition,"8511",Heading
3611,magnetrons,"8540",Heading
3612,"magnets, electric","8505",Heading
3613,"magnets, permanent","8505",Heading
3614,magnifying glasses,"9013",Heading
3615,maguey,"5305",Heading
3616,mainsprings,"9114",Heading
3617,maize (excluding sweetcorn),"1005",Heading
3618,maize oil,"1515",Heading
3619,make up preparations,"3304",Heading
3620,malt,"1107",Heading
3621,malt drying plant,"8419",Heading
3622,malt extract,"1901",Heading
3623,malt preparations,"1901",Heading
3624,malva roxa,"5303",Heading
3625,malvaisco,"5303",Heading
3626,"manchons, hat, felt","6501",Heading
3627,"manganates, manganites and permanganates","2841",Heading
3628,manganese,"8411",Heading
3629,manganese ores and concentrates,"2602",Heading
3630,manganese oxides,"2820",Heading
3631,mangles,"8451",Heading
3632,mango chutney,"2001",Heading
3633,"mangoes, fresh or dried","0804",Heading
3634,manicure preparations,"3304",Heading
3635,manicure sets,"8214",Heading
3636,manifolds,"8409",Heading
3640,"manioc, fresh or dried, chilled or frozen","0714",Heading
3641,"manioc, prepared foodstuff","1903",Heading
3642,man made fibre extrusion machines,"8444",Heading
3643,man made fibres - filament,"54",Chapter
3644,man made fibres - staple fibres,"55",Chapter
3645,"man made fibres - twine, cordage, ropes and cables - plaited or note","5607",Heading
3646,"man made filaments -  bolting cloth, paper making machinery fabric","5911",Heading
3647,"man made filaments - monofilaments, strip and imitation catgut","5402",Heading
3648,"man made filaments - yarn, not put up for retail sale, other than sewing thread","5402",Heading
3649,"man made filaments - yarn, put up for retail sale, other than sewing thread","5406",Heading
3650,man made sewing thread filament fibres ,"5401",Heading
3651,"man made sewing threat filament fibres, bolting  cloth, paper making machinery fabric","5911",Heading
3652,man made staple fibre - continuous filament tow,"5501",Heading
3653,man made staple fibre - staple fibre,"5503",Heading
3654,man made staple fibre - sewing thread,"5508",Heading
3655,man made staple fibre - tops,"5506",Heading
3656,"man made staple fibre - waste, not carded or combed","5505",Heading
3657,"man made staple fibre - yarn,  not put up for retail sale, other than sewing thread","5509",Heading
3658,"man made staple fibre - yarn, put up for retail sale, other than sewing thread","5511",Heading
3659,manometers,"9026",Heading
3660,manostats,"9032",Heading
3661,"mantles, gas","5908",Heading
3662,manure,"3101",Heading
3663,manure spreaders,"8432",Heading
3664,manuscripts,"4906",Heading
3665,maple sugar and syrup,"1702",Heading
3666,maps,"4905",Heading
3667,maracas,"9206",Heading
3668,marble - chippings,"2517",Heading
3669,marble - crude,"2515",Heading
3670,marble - worked and articles thereof,"6802",Heading
3671,margarine,"1517",Heading
3672,marine mammal soluble,"2309",Heading
3673,marine paints,"3208",Heading
3674,marine propulsion engines,"8407",Heading
3675,"marine turbines, steam","8406",Heading
3676,maritime and waterway structures of iron or steel,"7308",Heading
3677,marmalades,"2007",Heading
3678,"marquetry, wood","4420",Heading
3679,marzipan,"1704",Heading
3680,mascara,"3304",Heading
3681,"mashing vats, incorporating thermal equipment","8419",Heading
3682,mashing vats (with agitators but no heating equipment),"8438",Heading
3683,masonry drills bits,"8207",Heading
3684,mass spectrographs,"9027",Heading
3685,massage apparatus,"9019",Heading
3686,"master alloys, copper","7405",Heading
3687,"masterbatch, synthetic rubber","4005",Heading
3688,masters (record producing),"8523",Heading
3689,"mastics, stopping and sealing","3214",Heading
3690,match splints,"4421",Heading
3691,matches (excluding bengal matches),"3605",Heading
3692,mate,"0903",Heading
3693,"mate, extracts, essences and concentrates","2101",Heading
3694,maternity belts,"6212",Heading
3695,matinee coats,"6111",Heading
3696,mathematical instruments,"9017",Heading
3697,mats and matting - of plaiting materials,"4601",Heading
3698,mats and matting - of rubber,"4008",Heading
3699,mats and matting - textile,"57",Chapter
3700,"matte, copper","7401",Heading
3701,"mattee, nickel","7501",Heading
3702,mattocks (tools),"8201",Heading
3703,mattress cases,"6302",Heading
3704,mattress supports,"9404",Heading
3705,"mattresses (bedding, excluding airbeds)","9404",Heading
3706,matzos,"1905",Heading
3707,mauritius hemp,"5305",Heading
3708,mayonnaise,"2103",Heading
3709,mead,"2206",Heading
3710,meal - arrowroot,"1106",Heading
3711,meal - bone,"0506",Heading
3712,meal - cereal,"1103",Heading
3713,meal - cotton seed,"2306",Heading
3714,meal - fish,"2301",Heading
3715,meal - ground nut,"2305",Heading
3716,meal - herring,"2301",Heading
3717,meal - manioc,"1106",Heading
3718,meal - meat,"2301",Heading
3719,"meal - of oil seeds and oleaginous fruit, non defatted (excluding mustard flour)","1208",Heading
3720,meal - potato,"1105",Heading
3721,meal - rape seed,"2306",Heading
3722,meal - rice,"2302",Heading
3723,meal - sago,"1106",Heading
3724,meal - salep,"1106",Heading
3725,meal - soya bean,"2304",Heading
3726,meal - sunflower,"2306",Heading
3727,meat - extracts and juices,"1603",Heading
3728,meat - meal,"2301",Heading
3729,meat - pastes,"1602",Heading
