"id","title","referenced_id","referenced_class"
5732,snoods,"6505",Heading
5733,snorkels,"9506",Heading
5734,"snow, imitation","9505",Heading
5735,snow ploughs - self propelled,"8430",Heading
5736,"snow ploughs, not self propelled","8430",Heading
5737,snow skis,"9506",Heading
5738,snuff,"2403",Heading
5739,"soap, soap flakes and powders","3401",Heading
5740,"soap, substitutes","3402",Heading
5741,soap stocks,"1522",Heading
5742,socket set,"8204",Heading
5743,"sockets, electrical","8535",Heading
5744,"sockets, electrical","8536",Heading
5745,socket spanners,"8204",Heading
5746,socks,"6115",Heading
5747,socks,"6217",Heading
5748,soda ash,"2836",Heading
5749,sodium bicarbonate (bicarbonate of sofa),"2836",Heading
5750,sodium bicarbonate (bicarbonate of sofa),"3004",Heading
5751,sodium chloride,"2501",Heading
5752,sodium nitrate,"3102",Heading
5753,sodium nitrate,"3105",Heading
5754,softboard,"4411",Heading
5755,soft soap,"3401",Heading
5756,soft toys,"9503",Heading
5757,"soil heating apparatus, electric","8516",Heading
5759,"solder - base metal, coated or cored with flux material ","8311",Heading
5760,solder - predominantly of lead,"7801",Heading
5761,solder - predominantly of lead,"7803",Heading
5762,solder - predominately of tin - cast sticks,"8001",Heading
5763,solder - predominately of tin - wire,"8003",Heading
5764,"soldering machines and apparatus, electric","8515",Heading
5765,solubles - fish,"2309",Heading
5766,solubles - marine mammal,"2309",Heading
5767,"solvents, composite, organic for varnish, etc","3814",Heading
5768,soot removers,"8404",Heading
5769,sorbitol - chemically defined,"2905",Heading
5770,sorbitol - other,"3824",Heading
5771,sorghum tops,"1403",Heading
5772,"sorghums, including grain sorghum","1007",Heading
5773,"sorting boxes, office, of base metal","8304",Heading
5774,sorting machines - coin,"8472",Heading
5775,sorting machine - mineral,"8474",Heading
5776,sorting machine - punched card,"8471",Heading
5777,sou'westers,"6505",Heading
5778,sound amplifier sets,"8518",Heading
5779,sound cards for computers,"8471",Heading
5780,sound recorders,"8519",Heading
5781,sound recorders and reproducer,"8519",Heading
5782,sound recording and reproducing apparatus combined with a radio receiver,"8527",Heading
5783,sound reproducers,"8519",Heading
5784,"sound track, exposed and developed, cinematographic","3706",Heading
5785,soups,"2104",Heading
5786,sowing machinery,"8432",Heading
5787,soya bean cake and meal ,"2304",Heading
5788,soya bean flour (non defatted),"1208",Heading
5789,soya bean oil,"1507",Heading
5790,soya bean oil,"1516",Heading
5791,soya bean oil,"1518",Heading
5792,soya beans,"1201",Heading
5793,spa baths,"9019",Heading
5794,spa waters,"2201",Heading
5795,"spa waters, flavoured","2202",Heading
5796,"space heaters, electric","8516",Heading
5797,spade terminals,"8536",Heading
5798,spades,"8201",Heading
5799,spaghetti,"1902",Heading
5800,"spangles, base metal","8308",Heading
5801,spanners,"8204",Heading
5802,"spark erosion machines, metal working","8456",Heading
5803,"spark ignition, petrol engines","8407",Heading
5804,spark plugs for internal combustion engine,"8511",Heading
5805,spats,"6406",Heading
5806,specific gravity apparatus - balances,"9016",Heading
5807,specific gravity apparatus - bottles,"7017",Heading
5808,specific gravity apparatus - bottles,"9025",Heading
5809,"specific gravity apparatus, hydrometers","9025",Heading
5810,spectacle cases,"4202",Heading
5811,"spectacle lenses, unmounted","9001",Heading
5812,spectacles and goggles,"9004",Heading
5813,spectrographs,"9027",Heading
5814,spectrometers,"9027",Heading
5815,spectrophotometers,"9027",Heading
5816,"spectrophotometers, photo electric","9027",Heading
5817,spectrum analysers,"9030",Heading
5818,speed camera detectors,"8512",Heading
5819,speed indicators,"9029",Heading
5820,"speiss, nickel","7501",Heading
5821,spent catalytic converters,"2620",Heading
5822,spent oxide,"3824",Heading
5823,sperm oil,"1504",Heading
5824,spermaceti,"1521",Heading
5825,spices,"0709",Heading
5826,spider silk,"50",Chapter
5827,spiegeleisen,"7201",Heading
5828,"spikes, iron or steel, for sports footwear","6406",Heading
5829,spinach,"07",Chapter
5830,spin dryers,"8421",Heading
5831,"spindles and spindle flyers, textile","8448",Heading
5832,"spirit, petroleum and white","2710",Heading
5833,spirits - beverages,"2208",Heading
5834,spirits - methylated and neutral,"2207",Heading
5835,spirits - of turpentine,"3805",Heading
5836,spirits -perfumed,"3303",Heading
5837,splints and other fracture appliances,"9021",Heading
5838,split peas,"0713",Heading
5839,spoke shaves,"8205",Heading
5840,sponge iron or steel - not in powder form,"7203",Heading
5841,sponge iron powder,"7205",Heading
5842,sponges - natural,"0511",Heading
5843,sponges - plastics,"3924",Heading
5844,"spools, for spinning and weaving of iron or steel","7326",Heading
5845,"spools, of paper","4822",Heading
5846,"spool, of turned wood","4421",Heading
5847,"spools for film, tape, etc of plastics","3923",Heading
5848,"spools, typewriter, loaded","9612",Heading
5849,spoons,"8215",Heading
5850,"sporting guns, rifles and carbines","9303",Heading
5851,sports shoes,"64",Chapter
5852,"spotlights, non focusing","9405",Heading
5853,"spraying equipment, including spray guns","8424",Heading
5854,spraying lorries,"8705",Heading
5855,"sprays, scent and toilet, empty","9616",Heading
5856,"spreading machine - asphalt, cement, etc","8479",Heading
5857,spreading machine - manure,"8432",Heading
5858,spreading machine - slurry,"8432",Heading
5859,spreading machine - slurry,"8716",Heading
5860,spreading machines - textile,"8445",Heading
5861,"springs, inner units for mattresses, etc)","9404",Heading
5862,"spring washers, of iron or steel","7320",Heading
5863,"springs and leaves for springs, iron or steel","7320",Heading
5864,"springs, combination, mattress supports","9404",Heading
5865,"springs, copper","7416",Heading
5866,"springs, upholstery and mattress, single","7320",Heading
5867,squeegees,"9603",Heading
5868,squid,"0307",Heading
5869,squid,"1605",Heading
5870,stabilising valves,"8540",Heading
5871,"stacking machines, not self propelled","8425",Heading
5872,stages - diving,"9506",Heading
5873,stages - floating,"8907",Heading
5874,stages - specimen,"9011",Heading
5875,stages - specimen,"9012",Heading
5876,stain removers,"2710",Heading
5877,stain removers,"3405",Heading
5878,stain removers,"3814",Heading
5879,stain removers,"3824",Heading
5880,stair lifts,"8428",Heading
5881,stamp cancelling machines,"8472",Heading
5882,stamp impressed paper,"4907",Heading
5883,"stamp vending machine, automatic","8476",Heading
5884,stamping foils,"3212",Heading
5885,"stamps, date and similar, hand operated","9611",Heading
5886,"stamps, postage, revenue, etc","4907",Heading
5887,"stamps, postage and revenue, philatelic","9704",Heading
5888,standard lamps,"9405",Heading
5889,standard trees,"0602",Heading
5890,"stand, floor standing furniture","9403",Heading
5891,stannates,"2841",Heading
5892,"staple, in strips, of base metal","8305",Heading
5893,"staple, other, of iron or steel","7317",Heading
5894,stapling machines,"8472",Heading
5895,starch glues,"3505",Heading
5896,starches,"1108",Heading
5897,"starch, soluble or roasted","3505",Heading
5898,"starting equipment, electric, for internal combustion engines","8511",Heading
5899,static converters,"8504",Heading
5900,station wagons and estate cards,"8703",Heading
5901,stationery - glassware,"7013",Heading
5902,stationery - paper,"4817",Heading
5903,stationery - paper,"4820",Heading
5904,"stationery - paper clips, base metal","8305",Heading
5905,stationery - pencils,"9608",Heading
5906,stationery - pencils,"9609",Heading
5907,stationery - pens,"9608",Heading
5908,"stationery - staples, base metal, in strips","8305",Heading
5909,stators,"8406",Heading
5910,stators,"8410",Heading
5911,stators,"8411",Heading
5912,stators,"8503",Heading
5913,"statues, original works of art","9703",Heading
5914,"statuettes, base metal","8306",Heading
5915,"statuettes, plastic","3926",Heading
5916,"staves, wood, finished or unfinished","4416",Heading
5917,steam and other vapour generating boilers,"8402",Heading
5918,steam and :vapour power units,"8406",Heading
5919,steam blasting machine,"8424",Heading
5920,steam engines with self contained boilers,"8406",Heading
5921,steam turbines,"8406",Heading
5922,stearic acid - chemically defined,"2915",Heading
5923,stearic acid - industrial,"3823",Heading
5924,stearin(e),"1503",Heading
5925,"stearin, moulded or carved","9602",Heading
5926,"steatite, natural","9602",Heading
5927,steers,"0102",Heading
5928,stems for grafting and budding,"0602",Heading
5929,stencil correctors (retail),"3824",Heading
5930,"stencil duplicators, digital","8472",Heading
5931,stencils (paper),"4816",Heading
5932,stencils (plastic),"3926",Heading
5933,sterilising equipment,"8419",Heading
5934,stereo cameras,"9006",Heading
5935,stethoscopes,"9018",Heading
5936,"sticks, seat and walking","6602",Heading
5937,"sticks, wood, roughly trimmed","4404",Heading
5938,stiffeners (footwear),"6406",Heading
5939,stiffening agents,"3809",Heading
5940,"stilettos, embroidery, iron or steel","7319",Heading
5941,stillingia oil,"1516",Heading
5942,stillingia oil,"1518",Heading
5943,stitch bonded fabric,"5602",Heading
5944,stitch bonded fabric,"60",Chapter
5945,"stock, share and bond certificates","4907",Heading
5946,stockings,"6115",Heading
5947,stockings,"6217",Heading
5948,"stocks, fruit","0602",Heading
5949,"stocks, rose","0602",Heading
5950,stoles (furskin),"4303",Heading
5951,"stomachs, animal","0504",Heading
5952,"stones, articles of","68",Chapter
5953,"stone, crushed or broken","2517",Heading
5954,stone working machinery,"8456",Heading
5955,stone working machinery,"8464",Heading
5956,stop clocks,"9103",Heading
5957,stop clocks,"9105",Heading
5958,stop watches,"9101",Heading
5959,stop watches,"9102",Heading
5960,stoppers - agglomerated cork,"4504",Heading
5961,"stoppers - base metal, for bottles, etc","8309",Heading
5962,stoppers - natural cork,"4503",Heading
5963,storage bins and racks (floor standing),"9403",Heading
5964,"storage heater bricks, ceramic","6914",Heading
5965,"storage units, computer","8471",Heading
5966,"storage water heaters, non electric","8419",Heading
5967,"storax, crude","1301",Heading
5968,"stoves, domestic, non electric, iron or steel","7321",Heading
5969,stranded wire - aluminium,"7614",Heading
5970,stranded wire - copper,"7413",Heading
5971,stranded wire - iron or steel,"7312",Heading
5972,"straw - agglomerated block, etc with mineral binder","6808",Heading
5973,straw - cereal,"1213",Heading
5974,"straw - cleaned, bleached or dyed","1401",Heading
5975,straw - envelopes for bottles,"4602",Heading
5976,"straw - imitation, of man made fibres","5404",Heading
5977,"straw - imitation, of man made fibres","5405",Heading
5978,straw - pulp,"4706",Heading
5979,straw and fodder presses,"8433",Heading
5980,streptomycin,"2941",Heading
5981,streptomycin,"3003",Heading
5982,streptomycin,"3004",Heading
5983,strimmers,"8467",Heading
5984,string or cord grass trimmers - with self contained electric motor,"8467",Heading
6095,swedes,"1214",Heading
5985,string or cord grass trimmers - with self contained non electric motor,"8467",Heading
5986,string musical instruments,"9201",Heading
5987,string musical instruments,"9202",Heading
5988,strip - aluminium,"7606",Heading
5989,strip - copper,"7409",Heading
5990,strip - iron or steel,"7211",Heading
5991,strip - iron or steel,"7212",Heading
5992,strip - iron or stainless steel,"7220",Heading
5993,strip - iron or steel of other alloy steel,"7226",Heading
5994,strip - lead,"7804",Heading
5995,strip - magnesium,"8104",Heading
5996,strip - nickel,"7506",Heading
5997,strip - plastics,"3919",Heading
5998,strip - plastics,"3920",Heading
5999,strip - plastics,"3921",Heading
6000,strip - rubber,"4005",Heading
6001,strip - rubber,"4008",Heading
6002,strip - rubber,"4017",Heading
6003,strip - tin,"8007",Heading
6004,strip - zinc,"7905",Heading
6005,stroboscopes,"9029",Heading
6006,"strong boxes, base metal","8303",Heading
6007,"strong rooms, linings and doors, base metal","8303",Heading
6008,strontianite,"2530",Heading
6009,"strontium oxide, hydroxide and peroxide","2816",Heading
6010,"structures and parts thereof, aluminium (other than prefabricated buildings)","7610",Heading
6011,"structures and parts thereof, iron or steel (other than prefabricated buildings)","7308",Heading
6012,"studs, fastenings (for clothing, household linen etc)","8606",Heading
6013,studs for sportswear,"6406",Heading
6014,"studs, other, of iron or steel (except copper headed)","7317",Heading
6015,"styli, gramophone","8522",Heading
6016,stylographic pens and parts,"9608",Heading
6017,styrene butadiene rubber,"4002",Heading
6018,styrene,"2902",Heading
6019,"suction hose, rubber","4002",Heading
6020,sugar beet and sugar cane,"1212",Heading
6021,sugar boilers,"8419",Heading
6022,sugar confectionery machinery,"8438",Heading
6023,sugar making and refining machinery,"8438",Heading
6024,"sugar(s) - beet and cane, solid","1701",Heading
6025,sugar(s) - chemically pure,"1701",Heading
6026,sugar(s) - chemically pure,"1702",Heading
6027,sugar(s) - chemically pure,"2940",Heading
6028,"sugar(s) - confectionery, not containing cocoa","1704",Heading
6029,"sugar(s) - flavoured or coloured, not containing cocoa","1701",Heading
6030,"sugar(s) - flavoured or coloured, not containing cocoa","1702",Heading
6031,sugar(s) - invert,"1702",Heading
6032,sugar(s) - invert,"2106",Heading
6033,sugar(s) - sucrose,"1701",Heading
6034,sugar(s) - sucrose,"2106",Heading
6035,sugar(s) - syrups,"1702",Heading
6036,sugar(s) - syrups,"2106",Heading
6037,suitcases,"4202",Heading
6038,suits and ensembles - menes or boys. knitted or crocheted,"6103",Heading
6039,"suits and ensembles - menes or boys, other than knitted or crocheted","6203",Heading
6040,"suits and ensembles - women's or girls, knitted or crocheted","6104",Heading
6041,"suits and ensembles - women's or girls, other than knitted or crocheted","6204",Heading
6042,sulphamates,"2842",Heading
6043,"sulphates and persulphates, inorganic","31",Chapter
6044,"sulphates and persulphates, inorganic","2833",Heading
6045,"sulphates and persulphates, inorganic","2842",Heading
6046,sulphides and polysulphides of metals,"2830",Heading
6047,"sulphides, of non metals","2813",Heading
6048,sulphite lye,"3804",Heading
6049,sulphite turpentine,"3805",Heading
6050,sulphites of metals,"2832",Heading
6051,sulphonamides,"2935",Heading
6052,sulphonamides,"3003",Heading
6053,sulphonamides,"3004",Heading
6054,sulphoxylates,"2831",Heading
6055,"sulphur - candles, bands and wicks","3808",Heading
6056,"sulphur - sublimed, precipitated, colloidal","2802",Heading
6057,sulphur - other,"2503",Heading
6058,sulphonitric acid,"2808",Heading
6059,sulphuric acid,"2807",Heading
